GeneID,P-value,Significant,TrueDeltaSame,TrueDeltaDiff,
gene_1,0.4,no,0.557,0.645
gene_2,0.14285714285714285,no,0.607,0.445
gene_3,0.6,no,0.543,0.489
gene_4,0.9714285714285714,no,0.552,0.561
gene_5,0.05714285714285714,no,0.653,0.442
gene_6,0.45714285714285713,no,0.468,0.544
gene_7,0.7142857142857143,no,0.575,0.51
gene_8,0.45714285714285713,no,0.592,0.52
gene_9,0.34285714285714286,no,0.567,0.457
gene_10,0.2857142857142857,no,0.406,0.512
gene_11,0.7714285714285715,no,0.497,0.548
gene_12,0.8571428571428571,no,0.504,0.479
gene_13,0.2857142857142857,no,0.598,0.463
gene_14,0.5142857142857142,no,0.577,0.493
gene_15,0.02857142857142857,yes,0.655,0.436
gene_16,0.2857142857142857,no,0.497,0.363
gene_17,0.5714285714285714,no,0.545,0.48
gene_18,0.8571428571428571,no,0.515,0.55
gene_19,0.42857142857142855,no,0.418,0.533
gene_20,0.7142857142857143,no,0.523,0.56
gene_21,0.6285714285714286,no,0.513,0.567
gene_22,0.5142857142857142,no,0.579,0.505
gene_23,0.5714285714285714,no,0.454,0.501
gene_24,1.0,no,0.361,0.361
gene_25,0.14285714285714285,no,0.601,0.444
gene_26,0.5714285714285714,no,0.517,0.568
gene_27,0.37142857142857144,no,0.364,0.504
gene_28,0.02857142857142857,yes,0.328,0.548
gene_29,0.2571428571428571,no,0.524,0.647
gene_30,0.08571428571428572,no,0.409,0.603
gene_31,0.8,no,0.431,0.474
gene_32,0.02857142857142857,yes,0.555,0.32
gene_33,0.3142857142857143,no,0.579,0.465
gene_34,0.8,no,0.605,0.589
gene_35,0.22857142857142856,no,0.436,0.271
gene_36,0.8285714285714286,no,0.446,0.488
gene_37,0.7428571428571429,no,0.477,0.436
gene_38,0.17142857142857143,no,0.395,0.554
gene_39,0.5428571428571428,no,0.51,0.468
gene_40,0.8285714285714286,no,0.436,0.407
gene_41,0.22857142857142856,no,0.449,0.533
gene_42,0.8571428571428571,no,0.554,0.516
gene_43,0.11428571428571428,no,0.363,0.583
gene_44,0.5428571428571428,no,0.524,0.583
